"","year","month","date_concat","property_id","utility_acct_number","user_id","ParticipantID","payment_type","kwh_allocated","solar_farm_name","HH Income","leave_reason","default_dummy","churn_dummy"
"9568",2021,2,"2021_2",782,"7240194500",741,172,"card",8758.33,"Frog Hollow (CHGE)","not in list","Moving out of service territory",0,1
"9569",2021,2,"2021_2",782,"7240194500",741,172,"card",8758.33,"Frog Hollow (CHGE)","not in list","Moving out of service territory",0,1
"9570",2021,2,"2021_2",762,"21001314927",719,153,"card",8795.92,"Frog Hollow (CHGE)","not in list","Churn",0,1
"9571",2021,2,"2021_2",762,"21001314927",719,153,"card",8795.92,"Frog Hollow (CHGE)","not in list","Churn",0,1
"9572",2021,2,"2021_2",762,"21001314927",719,153,"card",8795.92,"Frog Hollow (CHGE)","not in list","Churn",0,1
"9573",2021,5,"2021_5",1109,"21000471512",1141,400,"card",4736.26,"Frog Hollow (CHGE)","not in list","0",0,0
"9574",2021,2,"2021_2",1086,"21002955181",1111,380,"card",7217.16,"Frog Hollow (CHGE)","not in list","0",0,0
"9575",2021,2,"2021_2",1097,"21002888895",1127,389,"card",8232.08,"Frog Hollow (CHGE)","not in list","0",0,0
"9576",2021,5,"2021_5",1346,"505865001",1440,532,"ach",8547.42,"Howell (O&R)",">=$50,000","0",0,0
"9577",2021,5,"2021_5",1346,"505865001",1440,532,"card",8547.42,"Howell (O&R)",">=$50,000","0",0,0
"9578",2021,5,"2021_5",1235,"4228165011",1288,484,"card",12062.6,"Howell (O&R)",">=$50,000","0",0,0
"9579",2021,5,"2021_5",1235,"4228165011",1288,484,"card",12062.6,"Howell (O&R)",">=$50,000","0",0,0
"9580",2021,5,"2021_5",1235,"4228165011",1288,484,"card",12062.6,"Howell (O&R)",">=$50,000","0",0,0
"9581",2021,2,"2021_2",1145,"21003290885",1185,430,"card",7593.06,"Frog Hollow (CHGE)","not in list","0",0,0
"9582",2021,5,"2021_5",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"9583",2021,5,"2021_5",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"9584",2021,5,"2021_5",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"9585",2021,5,"2021_5",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"9586",2021,2,"2021_2",1157,"21003243934",1198,439,"card",14096,"Frog Hollow (CHGE)","not in list","0",0,0
"9587",2021,2,"2021_2",989,"21002166599",989,314,"card",12179,"Frog Hollow (CHGE)","not in list","0",0,0
"9588",2021,2,"2021_2",989,"21002166599",989,314,"card",12179,"Frog Hollow (CHGE)","not in list","0",0,0
"9589",2021,7,"2021_7",1089,"21003542749",1114,382,"card",6089.48,"Frog Hollow (CHGE)","not in list","0",0,0
"9590",2021,7,"2021_7",1089,"21003542749",1114,382,"card",6089.48,"Frog Hollow (CHGE)","not in list","0",0,0
"9591",2021,2,"2021_2",618,"21000633210",572,91,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9592",2021,2,"2021_2",618,"21000633210",572,91,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9593",2021,2,"2021_2",618,"21000633210",572,91,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9594",2021,2,"2021_2",1040,"21003686652",1053,348,"card",3119.92,"Frog Hollow (CHGE)","not in list","0",0,0
"9595",2021,2,"2021_2",1040,"21003686652",1053,348,"card",3119.92,"Frog Hollow (CHGE)","not in list","0",0,0
"9596",2021,2,"2021_2",715,"21003677644",673,124,"card",2593.67,"Frog Hollow (CHGE)","not in list","0",0,0
"9597",2021,2,"2021_2",715,"21003677644",673,124,"card",2593.67,"Frog Hollow (CHGE)","not in list","0",0,0
"9598",2021,2,"2021_2",715,"21003677644",673,124,"card",2593.67,"Frog Hollow (CHGE)","not in list","0",0,0
"9599",2021,2,"2021_2",715,"21003677644",673,124,"ach",2593.67,"Frog Hollow (CHGE)","not in list","0",0,0
"9600",2021,5,"2021_5",940,"6798537001",934,279,"card",12136.6,"Howell (O&R)",">=$50,000","0",0,0
"9601",2021,5,"2021_5",940,"6798537001",934,279,"card",12136.6,"Howell (O&R)",">=$50,000","0",0,0
"9602",2021,2,"2021_2",1080,"21003531866",1104,375,"card",5863.94,"Frog Hollow (CHGE)","not in list","0",0,0
"9603",2021,2,"2021_2",1080,"21003531866",1104,375,"card",5863.94,"Frog Hollow (CHGE)","not in list","0",0,0
"9604",2021,2,"2021_2",1080,"21003531866",1104,375,"card",5863.94,"Frog Hollow (CHGE)","not in list","0",0,0
"9605",2021,2,"2021_2",1345,"21000139796",1439,531,"card",4961.8,"Frog Hollow (CHGE)","not in list","Billing Complaint",0,1
"9606",2021,2,"2021_2",1345,"21000139796",1439,531,"card",4961.8,"Frog Hollow (CHGE)","not in list","Billing Complaint",0,1
"9607",2020,6,"2020_6",1156,"21000781472",1197,438,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9608",2020,6,"2020_6",1156,"21000781472",1197,438,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9609",2020,6,"2020_6",1156,"21000781472",1197,438,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9610",2021,2,"2021_2",1370,"21002607204",1514,548,"card",9810.83,"Frog Hollow (CHGE)","not in list","0",0,0
"9611",2021,2,"2021_2",1370,"21002607204",1514,548,"card",9810.83,"Frog Hollow (CHGE)","not in list","0",0,0
"9612",2021,2,"2021_2",1428,"21000590162",1727,581,"card",11013.7,"Frog Hollow (CHGE)","not in list","0",0,0
"9613",2021,2,"2021_2",1428,"21000590162",1727,581,"card",11013.7,"Frog Hollow (CHGE)","not in list","0",0,0
"9614",2021,2,"2021_2",1250,"21002332738",1301,493,"card",9246.99,"Frog Hollow (CHGE)","not in list","0",0,0
"9615",2021,2,"2021_2",1250,"21002332738",1301,493,"card",9246.99,"Frog Hollow (CHGE)","not in list","0",0,0
"9616",2021,2,"2021_2",1250,"21002332738",1301,493,"ach",9246.99,"Frog Hollow (CHGE)","not in list","0",0,0
"9617",2021,2,"2021_2",1250,"21002332738",1301,493,"card",9246.99,"Frog Hollow (CHGE)","not in list","0",0,0
"9618",2021,2,"2021_2",1143,"21002912414",1183,428,"card",2744.03,"Frog Hollow (CHGE)","not in list","0",0,0
"9619",2021,2,"2021_2",45,"21002932438",48,10,"card",3119.92,"Frog Hollow (CHGE)","not in list","0",0,0
"9620",2021,2,"2021_2",45,"21002932438",48,10,"card",3119.92,"Frog Hollow (CHGE)","not in list","0",0,0
"9621",2021,2,"2021_2",45,"21002932438",48,10,"card",3119.92,"Frog Hollow (CHGE)","not in list","0",0,0
"9622",2021,2,"2021_2",1139,"21003918428",1178,424,"ach",5939.12,"Frog Hollow (CHGE)","not in list","0",0,0
"9623",2021,2,"2021_2",937,"21003183205",930,276,"card",4924.21,"Frog Hollow (CHGE)","not in list","0",0,0
"9624",2021,2,"2021_2",937,"21003183205",930,276,"card",4924.21,"Frog Hollow (CHGE)","not in list","0",0,0
"9625",2021,2,"2021_2",937,"21003183205",930,276,"card",4924.21,"Frog Hollow (CHGE)","not in list","0",0,0
"9626",2021,2,"2021_2",774,"21004032021",733,165,"ach",9096.63,"Frog Hollow (CHGE)","not in list","0",0,0
"9627",2021,5,"2021_5",434,"21003109739",420,38,"card",28680.7,"Frog Hollow (CHGE)","not in list","0",0,0
"9628",2021,2,"2021_2",1465,"21002837918",1984,593,"card",5112.16,"Frog Hollow (CHGE)","not in list","0",0,0
"9629",2021,2,"2021_2",1465,"21002837918",1984,593,"ach",5112.16,"Frog Hollow (CHGE)","not in list","0",0,0
"9630",2021,2,"2021_2",1465,"21002837918",1984,593,"card",5112.16,"Frog Hollow (CHGE)","not in list","0",0,0
"9631",2021,2,"2021_2",1394,"21000748240",1565,561,"ach",9961.19,"Frog Hollow (CHGE)","not in list","0",0,0
"9632",2021,7,"2021_7",842,"21001376215",824,218,"card",12066.2,"Frog Hollow (CHGE)","not in list","0",0,0
"9633",2021,7,"2021_7",842,"21001376215",824,218,"card",12066.2,"Frog Hollow (CHGE)","not in list","0",0,0
"9634",2021,2,"2021_2",830,"21003283187",810,209,"ach",6014.3,"Frog Hollow (CHGE)","not in list","0",0,0
"9635",2021,2,"2021_2",945,"7156126001",940,283,"card",9059.04,"Frog Hollow (CHGE)",">=$50,000","No Longer Interested",0,1
"9636",2021,2,"2021_2",945,"7156126001",940,283,"ach",9059.04,"Frog Hollow (CHGE)",">=$50,000","No Longer Interested",0,1
"9637",2021,2,"2021_2",1140,"21000670980",1180,425,"ach",4397.96,"Frog Hollow (CHGE)","not in list","0",0,0
"9638",2021,2,"2021_2",1289,"21001596366",1249,464,"ach",2781.61,"Frog Hollow (CHGE)","not in list","Moving out of service territory",0,1
"9639",2021,2,"2021_2",956,"8368064000",952,293,"ach",3533.4,"Frog Hollow (CHGE)",">=$50,000","No Longer Interested",0,1
"9640",2021,2,"2021_2",956,"8368064000",952,293,"ach",3533.4,"Frog Hollow (CHGE)",">=$50,000","No Longer Interested",0,1
"9641",2021,2,"2021_2",1135,"21001212477",1175,421,"ach",5788.77,"Frog Hollow (CHGE)","not in list","0",0,0
"9642",2021,2,"2021_2",1135,"21001212477",1175,421,"ach",5788.77,"Frog Hollow (CHGE)","not in list","0",0,0
"9643",2021,2,"2021_2",1135,"21001212477",1175,421,"card",5788.77,"Frog Hollow (CHGE)","not in list","0",0,0
"9644",2021,2,"2021_2",1135,"21001212477",1175,421,"card",5788.77,"Frog Hollow (CHGE)","not in list","0",0,0
"9645",2021,5,"2021_5",904,"9732249212",888,252,"card",3515.17,"Howell (O&R)",">=$50,000","0",0,0
"9646",2021,7,"2021_7",1310,"21000810438",1367,521,"card",6051.89,"Frog Hollow (CHGE)","not in list","0",0,0
"9647",2021,5,"2021_5",1091,"2070387005",1116,384,"ach",7585.37,"Howell (O&R)",">=$50,000","0",0,0
"9648",2021,5,"2021_5",1091,"2070387005",1116,384,"card",7585.37,"Howell (O&R)",">=$50,000","0",0,0
"9649",2021,5,"2021_5",721,"21002424469",679,129,"card",11464.8,"Frog Hollow (CHGE)","not in list","0",0,0
"9650",2021,5,"2021_5",721,"21002424469",679,129,"card",11464.8,"Frog Hollow (CHGE)","not in list","0",0,0
"9651",2021,7,"2021_7",1160,"21001452370",1201,442,"card",5375.28,"Frog Hollow (CHGE)","not in list","0",0,0
"9652",2021,7,"2021_7",1160,"21001452370",1201,442,"card",5375.28,"Frog Hollow (CHGE)","not in list","0",0,0
"9653",2021,7,"2021_7",1160,"21001452370",1201,442,"card",5375.28,"Frog Hollow (CHGE)","not in list","0",0,0
"9654",2021,7,"2021_7",998,"3948370503",1001,320,"card",1653.93,"Frog Hollow (CHGE)","$0-$49,999","Moving out of service territory",0,1
"9655",2021,5,"2021_5",1302,"21002279723",1357,516,"card",11803.1,"Frog Hollow (CHGE)","not in list","0",0,0
"9656",2021,5,"2021_5",701,"21001238670",659,110,"card",12517.3,"Frog Hollow (CHGE)","not in list","0",0,0
"9657",2021,5,"2021_5",1066,"3812345004",1083,365,"card",9250.45,"Howell (O&R)",">=$50,000","0",0,0
"9658",2021,5,"2021_5",1066,"3812345004",1083,365,"card",9250.45,"Howell (O&R)",">=$50,000","0",0,0
"9659",2021,7,"2021_7",1428,"21000590162",1727,581,"card",11013.7,"Frog Hollow (CHGE)","not in list","0",0,0
"9660",2021,7,"2021_7",1428,"21000590162",1727,581,"card",11013.7,"Frog Hollow (CHGE)","not in list","0",0,0
"9661",2021,7,"2021_7",6051,"21003502735",6380,616,"card",4009,"Frog Hollow (CHGE)","not in list","0",0,0
"9662",2021,5,"2021_5",1156,"21000781472",1197,438,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9663",2021,5,"2021_5",1156,"21000781472",1197,438,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9664",2021,5,"2021_5",1156,"21000781472",1197,438,"card",8156.9,"Frog Hollow (CHGE)","not in list","0",0,0
"9665",2021,7,"2021_7",803,"21003425101",771,190,"card",4247.6,"Frog Hollow (CHGE)","not in list","0",0,0
"9666",2021,5,"2021_5",1281,"21002093264",1335,503,"card",7743.41,"Frog Hollow (CHGE)","not in list","0",0,0
"9667",2021,5,"2021_5",1281,"21002093264",1335,503,"card",7743.41,"Frog Hollow (CHGE)","not in list","0",0,0
"9668",2020,6,"2020_6",1023,"5819147010",1035,338,"card",4172.42,"Frog Hollow (CHGE)","not in list","Moving out of service territory",0,1
"9669",2020,6,"2020_6",1023,"5819147010",1035,338,"card",4172.42,"Frog Hollow (CHGE)","not in list","Moving out of service territory",0,1
"9670",2021,5,"2021_5",606,"3033265005",557,86,"card",15651.8,"Howell (O&R)",">=$50,000","0",0,0
"9671",2021,5,"2021_5",859,"21000707279",842,231,"card",17253.5,"Frog Hollow (CHGE)","not in list","0",0,0
"9672",2021,5,"2021_5",428,"8148825029",414,33,"card",9176.45,"Howell (O&R)",">=$50,000","0",0,0
"9673",2020,1,"2020_1",1158,"21002458152",1199,440,"card",9134.22,"Frog Hollow (CHGE)","not in list","0",0,0
"9674",2021,5,"2021_5",976,"21001017207",975,306,"card",11239.2,"Frog Hollow (CHGE)","not in list","0",0,0
"9675",2021,7,"2021_7",5974,"21002163174",6308,605,"card",14381,"Frog Hollow (CHGE)","not in list","Billing Complaint",0,1
"9676",2021,7,"2021_7",5974,"21002163174",6308,605,"card",14381,"Frog Hollow (CHGE)","not in list","Billing Complaint",0,1
"9677",2021,5,"2021_5",898,"4972594008",880,249,"card",13949.7,"Howell (O&R)",">=$50,000","0",0,0
"9678",2021,5,"2021_5",898,"4972594008",880,249,"card",13949.7,"Howell (O&R)",">=$50,000","0",0,0
"9679",2021,7,"2021_7",1099,"21003288418",1130,391,"card",3796.53,"Frog Hollow (CHGE)","not in list","0",0,0
"9680",2021,5,"2021_5",896,"21003981111",878,248,"card",4849.03,"Frog Hollow (CHGE)","not in list","0",0,0
"9681",2021,5,"2021_5",896,"21003981111",878,248,"card",4849.03,"Frog Hollow (CHGE)","not in list","0",0,0
"9682",2021,5,"2021_5",919,"6238882003",912,262,"card",8695.42,"Howell (O&R)",">=$50,000","0",0,0
"9683",2021,4,"2021_4",791,"6514006025",750,180,"card",4662.23,"Howell (O&R)",">=$50,000","0",0,0
"9684",2021,4,"2021_4",791,"6514006025",750,180,"card",4662.23,"Howell (O&R)",">=$50,000","0",0,0
"9685",2021,5,"2021_5",869,"21000619904",853,237,"card",10938.5,"Frog Hollow (CHGE)","not in list","0",0,0
"9686",2021,5,"2021_5",869,"21000619904",853,237,"card",10938.5,"Frog Hollow (CHGE)","not in list","0",0,0
"9687",2021,5,"2021_5",869,"21000619904",853,237,"card",10938.5,"Frog Hollow (CHGE)","not in list","0",0,0
"9688",2021,5,"2021_5",869,"21000619904",853,237,"card",10938.5,"Frog Hollow (CHGE)","not in list","0",0,0
"9689",2021,5,"2021_5",767,"4172488018",726,158,"card",10360.5,"Howell (O&R)","$0-$49,999","0",0,0
"9690",2021,7,"2021_7",849,"21000775979",831,223,"card",1616.34,"Frog Hollow (CHGE)","not in list","0",0,0
"9691",2021,7,"2021_7",849,"21000775979",831,223,"card",1616.34,"Frog Hollow (CHGE)","not in list","0",0,0
"9692",2021,7,"2021_7",52,"21003606346",59,14,"ach",7480.29,"Frog Hollow (CHGE)","not in list","0",0,0
"9693",2021,7,"2021_7",52,"21003606346",59,14,"ach",7480.29,"Frog Hollow (CHGE)","not in list","0",0,0
"9694",2021,7,"2021_7",52,"21003606346",59,14,"card",7480.29,"Frog Hollow (CHGE)","not in list","0",0,0
"9695",2021,7,"2021_7",52,"21003606346",59,14,"card",7480.29,"Frog Hollow (CHGE)","not in list","0",0,0
"9696",2021,7,"2021_7",52,"21003606346",59,14,"card",7480.29,"Frog Hollow (CHGE)","not in list","0",0,0
"9697",2021,5,"2021_5",485,"21003612963",464,63,"card",5262.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9698",2021,5,"2021_5",1709,"3283148008",2225,602,"card",14356.7,"Howell (O&R)",">=$50,000","0",0,0
"9699",2021,7,"2021_7",850,"21003467640",832,224,"card",7555.47,"Frog Hollow (CHGE)","not in list","0",0,0
"9700",2021,7,"2021_7",850,"21003467640",832,224,"ach",7555.47,"Frog Hollow (CHGE)","not in list","0",0,0
"9701",2021,5,"2021_5",1129,"2731868001",1166,417,"card",4107.2,"Howell (O&R)","$0-$49,999","0",0,0
"9702",2021,5,"2021_5",1129,"2731868001",1166,417,"card",4107.2,"Howell (O&R)","$0-$49,999","0",0,0
"9703",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9704",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9705",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9706",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9707",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9708",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9709",2021,5,"2021_5",437,"5459788003",423,41,"ach",4107.2,"Howell (O&R)",">=$50,000","0",0,0
"9710",2021,5,"2021_5",990,"21003785066",990,315,"card",13795.3,"Frog Hollow (CHGE)","not in list","0",0,0
"9711",2021,5,"2021_5",1219,"1428061028",1274,481,"card",9472.46,"Howell (O&R)",">=$50,000","0",0,0
"9712",2021,7,"2021_7",1189,"21002092753",1240,458,"card",3157.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9713",2021,7,"2021_7",1189,"21002092753",1240,458,"card",3157.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9714",2021,5,"2021_5",629,"2296156013",584,99,"card",9805.48,"Howell (O&R)",">=$50,000","0",0,0
"9715",2021,5,"2021_5",629,"2296156013",584,99,"card",9805.48,"Howell (O&R)",">=$50,000","0",0,0
"9716",2021,7,"2021_7",1467,"21002679377",1986,594,"card",13908.1,"Frog Hollow (CHGE)","not in list","0",0,0
"9717",2021,7,"2021_7",1467,"21002679377",1986,594,"ach",13908.1,"Frog Hollow (CHGE)","not in list","0",0,0
"9718",2021,7,"2021_7",1467,"21002679377",1986,594,"card",13908.1,"Frog Hollow (CHGE)","not in list","0",0,0
"9719",2021,5,"2021_5",910,"21004003360",900,257,"card",9998.78,"Frog Hollow (CHGE)","not in list","0",0,0
"9720",2021,5,"2021_5",910,"21004003360",900,257,"ach",9998.78,"Frog Hollow (CHGE)","not in list","0",0,0
"9721",2021,7,"2021_7",1076,"21003633720",1098,372,"card",10562.6,"Frog Hollow (CHGE)","not in list","0",0,0
"9722",2021,7,"2021_7",1076,"21003633720",1098,372,"card",10562.6,"Frog Hollow (CHGE)","not in list","0",0,0
"9723",2021,5,"2021_5",752,"8265403001",709,146,"card",10471.5,"Howell (O&R)",">=$50,000","0",0,0
"9724",2021,5,"2021_5",752,"8265403001",709,146,"card",10471.5,"Howell (O&R)",">=$50,000","0",0,0
"9725",2021,5,"2021_5",463,"21000266425",451,56,"card",1052.5,"Frog Hollow (CHGE)","not in list","0",0,0
"9726",2021,5,"2021_5",542,"1574781115",493,80,"card",8769.43,"Howell (O&R)","not in list","0",0,0
"9727",2021,5,"2021_5",542,"1574781115",493,80,"card",8769.43,"Howell (O&R)","not in list","0",0,0
"9728",2020,5,"2020_5",451,"8409265021",439,49,"card",10027.5,"Howell (O&R)",">=$50,000","0",0,0
"9729",2020,5,"2020_5",451,"8409265021",439,49,"card",10027.5,"Howell (O&R)",">=$50,000","0",0,0
"9730",2021,5,"2021_5",420,"21003370927",400,29,"card",9322.17,"Frog Hollow (CHGE)","not in list","0",0,0
"9731",2021,5,"2021_5",420,"21003370927",400,29,"ach",9322.17,"Frog Hollow (CHGE)","not in list","0",0,0
"9732",2021,5,"2021_5",420,"21003370927",400,29,"card",9322.17,"Frog Hollow (CHGE)","not in list","0",0,0
"9733",2021,5,"2021_5",420,"21003370927",400,29,"card",9322.17,"Frog Hollow (CHGE)","not in list","0",0,0
"9734",2021,5,"2021_5",934,"695109025",918,266,"card",1480.07,"Howell (O&R)","not in list","Defaulted Payment",1,1
"9735",2021,5,"2021_5",934,"695109025",918,266,"ach",1480.07,"Howell (O&R)","not in list","Defaulted Payment",1,1
"9736",2021,5,"2021_5",934,"695109025",918,266,"card",1480.07,"Howell (O&R)","not in list","Defaulted Payment",1,1
"9737",2021,5,"2021_5",739,"21003094162",700,142,"card",2405.72,"Frog Hollow (CHGE)","not in list","0",0,0
"9738",2021,5,"2021_5",1452,"21000082111",1753,590,"card",8044.13,"Frog Hollow (CHGE)","not in list","0",0,0
"9739",2021,5,"2021_5",435,"5013542012",421,39,"card",6179.3,"Howell (O&R)",">=$50,000","0",0,0
"9740",2021,5,"2021_5",435,"5013542012",421,39,"card",6179.3,"Howell (O&R)",">=$50,000","0",0,0
"9741",2021,5,"2021_5",435,"5013542012",421,39,"card",6179.3,"Howell (O&R)",">=$50,000","0",0,0
"9742",2021,7,"2021_7",1353,"21003372386",1448,536,"card",1465.99,"Frog Hollow (CHGE)","not in list","0",0,0
"9743",2021,2,"2021_2",54,"3697878017",62,16,"ach",9620.47,"Howell (O&R)",">=$50,000","Got Rooftop",0,1
"9744",2021,5,"2021_5",1158,"21002458152",1199,440,"card",9134.22,"Frog Hollow (CHGE)","not in list","0",0,0
"9745",2021,5,"2021_5",906,"4404540007",896,254,"card",3219.16,"Howell (O&R)",">=$50,000","0",0,0
"9746",2021,5,"2021_5",906,"4404540007",896,254,"card",3219.16,"Howell (O&R)",">=$50,000","0",0,0
"9747",2021,5,"2021_5",906,"4404540007",896,254,"card",3219.16,"Howell (O&R)",">=$50,000","0",0,0
"9748",2021,5,"2021_5",1001,"21001129614",1007,323,"card",3345.46,"Frog Hollow (CHGE)","not in list","0",0,0
"9749",2021,5,"2021_5",1001,"21001129614",1007,323,"card",3345.46,"Frog Hollow (CHGE)","not in list","0",0,0
"9750",2021,5,"2021_5",1001,"21001129614",1007,323,"card",3345.46,"Frog Hollow (CHGE)","not in list","0",0,0
"9751",2021,7,"2021_7",780,"21003820871",739,170,"card",8833.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9752",2021,7,"2021_7",780,"21003820871",739,170,"card",8833.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9753",2021,2,"2021_2",1152,"21003098221",1193,435,"ach",4773.85,"Frog Hollow (CHGE)","not in list","0",0,0
"9754",2021,2,"2021_2",1069,"21003740764",1086,367,"ach",9096.63,"Frog Hollow (CHGE)","not in list","0",0,0
"9755",2021,2,"2021_2",1103,"21003023716",1135,395,"ach",8081.72,"Frog Hollow (CHGE)","not in list","0",0,0
"9756",2021,2,"2021_2",1206,"21001332317",1263,473,"ach",18494,"Frog Hollow (CHGE)","not in list","0",0,0
"9757",2021,2,"2021_2",1082,"21000573978",1107,376,"ach",7668.24,"Frog Hollow (CHGE)","not in list","0",0,0
"9758",2021,2,"2021_2",1378,"6191639000",1547,555,"card",9953.48,"Howell (O&R)","not in list","0",0,0
"9759",2021,2,"2021_2",1378,"6191639000",1547,555,"ach",9953.48,"Howell (O&R)","not in list","0",0,0
"9760",2021,2,"2021_2",1378,"6191639000",1547,555,"card",9953.48,"Howell (O&R)","not in list","0",0,0
"9761",2021,5,"2021_5",1362,"818780004",1507,542,"card",1406.07,"Howell (O&R)","not in list","0",0,0
"9762",2021,5,"2021_5",1362,"818780004",1507,542,"card",1406.07,"Howell (O&R)","not in list","0",0,0
"9763",2021,2,"2021_2",1100,"6950779018",1132,392,"ach",6105.3,"Howell (O&R)","$0-$49,999","0",0,0
"9764",2020,1,"2020_1",1149,"21002223085",1189,432,"ach",8833.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9765",2020,1,"2020_1",1149,"21002223085",1189,432,"card",8833.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9766",2020,1,"2020_1",1149,"21002223085",1189,432,"card",8833.51,"Frog Hollow (CHGE)","not in list","0",0,0
"9767",2021,2,"2021_2",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"9768",2021,2,"2021_2",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"9769",2021,2,"2021_2",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"9770",2021,2,"2021_2",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"9771",2021,2,"2021_2",1344,"2797017015",1438,530,"card",15170.7,"Howell (O&R)",">=$50,000","0",0,0
"9772",2021,2,"2021_2",884,"1383679008",863,241,"card",3256.16,"Howell (O&R)","$0-$49,999","0",0,0
"9773",2021,2,"2021_2",884,"1383679008",863,241,"card",3256.16,"Howell (O&R)","$0-$49,999","0",0,0
"9774",2021,2,"2021_2",884,"1383679008",863,241,"card",3256.16,"Howell (O&R)","$0-$49,999","0",0,0
"9775",2021,5,"2021_5",738,"6948687050",699,141,"card",6031.29,"Howell (O&R)",">=$50,000","0",0,0
"9776",2021,5,"2021_5",738,"6948687050",699,141,"card",6031.29,"Howell (O&R)",">=$50,000","0",0,0
"9777",2021,5,"2021_5",738,"6948687050",699,141,"card",6031.29,"Howell (O&R)",">=$50,000","0",0,0
"9778",2021,7,"2021_7",1126,"7337067000",1160,415,"card",4322.78,"Frog Hollow (CHGE)",">=$50,000","Moving out of service territory",0,1
"9779",2021,7,"2021_7",1126,"7337067000",1160,415,"card",4322.78,"Frog Hollow (CHGE)",">=$50,000","Moving out of service territory",0,1
"9780",2021,2,"2021_2",53,"4282736023",60,15,"card",5365.26,"Howell (O&R)","No Data","0",0,0
"9781",2021,2,"2021_2",53,"4282736023",60,15,"card",5365.26,"Howell (O&R)","No Data","0",0,0
"9782",2021,2,"2021_2",1433,"3061588077",1732,585,"card",10101.5,"Howell (O&R)",">=$50,000","0",0,0
"9783",2021,2,"2021_2",900,"4272251004",882,250,"ach",4588.22,"Howell (O&R)",">=$50,000","0",0,0
"9784",2021,2,"2021_2",1429,"8248584034",1728,582,"card",2590.13,"Howell (O&R)","$0-$49,999","0",0,0
"9785",2021,2,"2021_2",1429,"8248584034",1728,582,"ach",2590.13,"Howell (O&R)","$0-$49,999","0",0,0
"9786",2021,2,"2021_2",635,"4697492027",594,103,"card",5735.28,"Howell (O&R)",">=$50,000","0",0,0
"9787",2021,2,"2021_2",635,"4697492027",594,103,"card",5735.28,"Howell (O&R)",">=$50,000","0",0,0
"9788",2021,5,"2021_5",1013,"5492341013",1025,331,"card",11618.6,"Howell (O&R)",">=$50,000","0",0,0
"9789",2021,5,"2021_5",1013,"5492341013",1025,331,"card",11618.6,"Howell (O&R)",">=$50,000","0",0,0
"9790",2021,2,"2021_2",432,"4746838008",418,37,"card",6068.3,"Howell (O&R)",">=$50,000","0",0,0
"9791",2021,2,"2021_2",1049,"583586001",1061,355,"card",4810.23,"Howell (O&R)",">=$50,000","Moving out of service territory",0,1
"9792",2021,2,"2021_2",1372,"641082028",1530,550,"card",5365.26,"Howell (O&R)",">=$50,000","0",0,0
"9793",2021,2,"2021_2",1372,"641082028",1530,550,"card",5365.26,"Howell (O&R)",">=$50,000","0",0,0
"9794",2021,2,"2021_2",1425,"5313835027",1724,579,"card",13172.6,"Howell (O&R)",">=$50,000","No Longer Interested",0,1
"9795",2021,2,"2021_2",542,"1574781115",493,80,"card",8769.43,"Howell (O&R)","not in list","0",0,0
